UniRef90_UPI000C821320	Root; ddr_tdr
UniRef90_UPI00166CA02A	Root; ddr_tdr
UniRef90_A0A7V9JET5	Root; ddr_tdr
UniRef90_UPI0015EFA4E7	Root; ddr_tdr
UniRef90_UPI0003623AC0	Root; ddr_tdr
UniRef90_UPI0003708948	Root; ddr_tdr
UniRef90_A0A2S8B0X3	Root; ddr_tdr
UniRef90_A0A1F8N1N8	Root; ddr_tdr
UniRef90_UPI00114F73B7	Root; ddr_tdr
UniRef90_UPI0018D1CE07	Root; ddr_tdr
UniRef90_A0A076F0Q1	Root; ddr_tdr
UniRef90_A0A432SAW2	Root; ddr_tdr
UniRef90_A0A537P6D5	Root; ddr_tdr
UniRef90_A0A1H0Y855	Root; ddr_tdr
UniRef90_A0A7C3IRS6	Root; ddr_tdr
UniRef90_A0A4P7YBU3	Root; ddr_tdr
UniRef90_A0A652ZX02	Root; ddr_tdr
UniRef90_A0A7J5BN13	Root; ddr_tdr
UniRef90_A0A6G6WMY0	Root; ddr_tdr
UniRef90_A0A1A9F2M2	Root; ddr_tdr
UniRef90_UPI00135B973B	Root; ddr_tdr
UniRef90_A0A0Q6K3Q3	Root; ddr_tdr
UniRef90_A0A160TUR7	Root; ddr_tdr
EXP_DDR;AFV15451.1	Root; ddr_tdr
UniRef90_M9NYU8	Root; ddr_tdr
UniRef90_A0A7V4TZ61	Root; ddr_tdr
UniRef90_A0A6N8YTP5	Root; ddr_tdr
UniRef90_A0A544YVQ6	Root; ddr_tdr
UniRef90_A0A3M0XR33	Root; ddr_tdr
UniRef90_UPI0005275EB2	Root; ddr_tdr
UniRef90_T0RT54	Root; ddr_tdr
UniRef90_A0A3E2WMT6	Root; ddr_tdr
UniRef90_A0A323U4B2	Root; ddr_tdr
UniRef90_A0A0E3UGA2	Root; ddr_tdr
UniRef90_A0A5M6IDI0	Root; ddr_tdr
UniRef90_UPI00178BD3FF	Root; ddr_tdr
UniRef90_J2J6Z6	Root; ddr_tdr
UniRef90_A0A7X2IIK7	Root; ddr_tdr
UniRef90_UPI0002F1E37F	Root; ddr_tdr
UniRef90_A0A653VK36	Root; ddr_tdr
UniRef90_A0A2A4AVJ8	Root; ddr_tdr
UniRef90_A0A3N9WB31	Root; ddr_tdr
UniRef90_A0A0C5J7G4	Root; ddr_tdr
UniRef90_E4PI90	Root; ddr_tdr
UniRef90_A0A347ZP49	Root; ddr_tdr
UniRef90_A0A353GA32	Root; ddr_tdr
UniRef90_UPI0015E6D68F	Root; ddr_tdr
UniRef90_A0A2G6ZXM0	Root; ddr_tdr
UniRef90_A0A2D5JAE0	Root; ddr_tdr
UniRef90_UPI0010C997BC	Root; ddr_tdr
UniRef90_A0A496QRL9	Root; ddr_tdr
UniRef90_UPI001745C5E5	Root; ddr_tdr
UniRef90_A0A3L7X1L3	Root; ddr_tdr
UniRef90_A0A0K1J6F1	Root; ddr_tdr
UniRef90_A0A433A8E3	Root; ddr_tdr
UniRef90_UPI00195EE7C6	Root; ddr_tdr
UniRef90_UPI0019D5A42B	Root; ddr_tdr
UniRef90_A0A6L3EKS9	Root; ddr_tdr
UniRef90_A0A1X4I943	Root; ddr_tdr
UniRef90_UPI001651B55B	Root; ddr_tdr
UniRef90_A0A3D3FTH6	Root; ddr_tdr
UniRef90_A0A1I5HQ85	Root; ddr_tdr
UniRef90_A0A0R0RY65	Root; ddr_tdr
UniRef90_A0A3R7H4A4	Root; ddr_tdr
UniRef90_A0A7W1REL3	Root; ddr_tdr
UniRef90_A0A662JB83	Root; ddr_tdr
UniRef90_A0A3S0P7X3	Root; ddr_tdr
UniRef90_A0A3C0T101	Root; ddr_tdr
UniRef90_L8MP41	Root; ddr_tdr
UniRef90_UPI00167EA5BE	Root; ddr_tdr
UniRef90_I4JKH4	Root; ddr_tdr
UniRef90_UPI00097C3C64	Root; ddr_tdr
UniRef90_A0A0P4V0D7	Root; ddr_tdr
UniRef90_UPI0003616CD6	Root; ddr_tdr
UniRef90_A0A7C7WDK4	Root; ddr_tdr
UniRef90_A0A0S9BYS5	Root; ddr_tdr
UniRef90_A0A359DAP3	Root; ddr_tdr
UniRef90_UPI000524A8F3	Root; ddr_tdr
UniRef90_A0A1X7BNM0	Root; ddr_tdr
UniRef90_UPI001684DCA4	Root; ddr_tdr
UniRef90_A0A2N8QFW0	Root; ddr_tdr
UniRef90_UPI0019128EAB	Root; ddr_tdr
UniRef90_C4FBF0	Root; ddr_tdr
UniRef90_A0A2I8DM92	Root; ddr_tdr
UniRef90_A0A1D8Y900	Root; ddr_tdr
UniRef90_UPI00166ABCEE	Root; ddr_tdr
UniRef90_UPI0010306CAC	Root; ddr_tdr
UniRef90_UPI001A955832	Root; ddr_tdr
UniRef90_A0A5B8KQ43	Root; ddr_tdr
UniRef90_A0A482IW91	Root; ddr_tdr
UniRef90_UPI0016667921	Root; ddr_tdr
UniRef90_I5CVM8	Root; ddr_tdr
UniRef90_A0A3G8M3L7	Root; ddr_tdr
UniRef90_A0A5J6MQ05	Root; ddr_tdr
UniRef90_A0A0S3EWD4	Root; ddr_tdr
UniRef90_A0A7Z9FCC4	Root; ddr_tdr
UniRef90_R5IGN9	Root; ddr_tdr
UniRef90_UPI0003B30CBB	Root; ddr_tdr
UniRef90_A0A1V6EBZ3	Root; ddr_tdr
UniRef90_A0A542KTQ6	Root; ddr_tdr
UniRef90_A0A495GZ89	Root; ddr_tdr
UniRef90_UPI00164DC922	Root; ddr_tdr
UniRef90_G8Q8U5	Root; ddr_tdr
UniRef90_UPI001438E6D5	Root; ddr_tdr
UniRef90_A0A2A4QPA0	Root; ddr_tdr
UniRef90_A0A5Q2N9C9	Root; ddr_tdr
UniRef90_UPI00071C3066	Root; ddr_tdr
UniRef90_D5SL31	Root; ddr_tdr
UniRef90_A0A445ZVW3	Root; ddr_tdr
UniRef90_A0A7Z0JF02	Root; ddr_tdr
UniRef90_A0A370NL01	Root; ddr_tdr
UniRef90_A0A2E2YTM9	Root; ddr_tdr
UniRef90_A0A7C4WJW5	Root; ddr_tdr
UniRef90_UPI0015DD593F	Root; ddr_tdr
UniRef90_A0A0F7VUQ1	Root; ddr_tdr
UniRef90_A0A2T4DYE8	Root; ddr_tdr
UniRef90_A0A662DFG2	Root; ddr_tdr
UniRef90_UPI0005272822	Root; ddr_tdr
UniRef90_A0A7K0RB06	Root; ddr_tdr
UniRef90_A0A532VH31	Root; ddr_tdr
UniRef90_A0A3S0BGR9	Root; ddr_tdr
UniRef90_A0A4Q2LAH0	Root; ddr_tdr
UniRef90_A0A513RJ10	Root; ddr_tdr
UniRef90_A0A327YID4	Root; ddr_tdr
UniRef90_A0A0B5DQM4	Root; ddr_tdr
UniRef90_A0A0P0DN45	Root; ddr_tdr
