UniRef90_A0A562HN69	Root; ddr_tdr
UniRef90_UPI0015E13444	Root; ddr_tdr
UniRef90_A0A0R1GM13	Root; ddr_tdr
UniRef90_A0A1H3B548	Root; ddr_tdr
UniRef90_A0A4U2UFB3	Root; ddr_tdr
UniRef90_F7UW26	Root; ddr_tdr
UniRef90_A0A7C5BBM8	Root; ddr_tdr
UniRef90_A0A0R1LWZ7	Root; ddr_tdr
UniRef90_A0A7C6QRI1	Root; ddr_tdr
UniRef90_A0A562JE39	Root; ddr_tdr
UniRef90_UPI000CD9C092	Root; ddr_tdr
OUT;SMUL_1526	Root; ddr_tdr
UniRef90_A0A1D7TJT7	Root; ddr_tdr
UniRef90_A0A369L7Z7	Root; ddr_tdr
UniRef90_A0A143X4W1	Root; ddr_tdr
UniRef90_D4H8J7	Root; ddr_tdr
UniRef90_UPI0010F44BE3	Root; ddr_tdr
UniRef90_A0A7C3UW83	Root; ddr_tdr
UniRef90_A0A7C6K7T2	Root; ddr_tdr
UniRef90_A0A1F9A8Y0	Root; ddr_tdr
UniRef90_A0A172RWX2	Root; ddr_tdr
UniRef90_A0A1Z5IZY4	Root; ddr_tdr
UniRef90_A0A4Z0J6R1	Root; ddr_tdr
UniRef90_A0A3C1BU80	Root; ddr_tdr
UniRef90_A0A0G4K2U7	Root; ddr_tdr
UniRef90_D0WGN6	Root; ddr_tdr
UniRef90_A0A7X8QUN3	Root; ddr_tdr
UniRef90_UPI000F7AE9C4	Root; ddr_tdr
UniRef90_A0A3N0IVF4	Root; ddr_tdr
UniRef90_A0A7V1SJN9	Root; ddr_tdr
UniRef90_A0A7C3V3H2	Root; ddr_tdr
UniRef90_A0A6N7SMM0	Root; ddr_tdr
UniRef90_A0A7C8FWN2	Root; ddr_tdr
UniRef90_A0A7V2QJN6	Root; ddr_tdr
UniRef90_A0A2U1U404	Root; ddr_tdr
UniRef90_A0A7X8D2L9	Root; ddr_tdr
UniRef90_A0A1I4DFM2	Root; ddr_tdr
UniRef90_A0A7X8YVU7	Root; ddr_tdr
UniRef90_R9L5F7	Root; ddr_tdr
UniRef90_A0A100YU94	Root; ddr_tdr
UniRef90_A0A6L8RP99	Root; ddr_tdr
UniRef90_D7CNZ6	Root; ddr_tdr
UniRef90_A0A1F8RD22	Root; ddr_tdr
UniRef90_A0A0W1JP67	Root; ddr_tdr
UniRef90_R9KYJ5	Root; ddr_tdr
UniRef90_F7UV28	Root; ddr_tdr
UniRef90_A0A7X8D108	Root; ddr_tdr
UniRef90_A0A2N2H6M4	Root; ddr_tdr
UniRef90_A0A1Y4BKI7	Root; ddr_tdr
UniRef90_A0A7C7AI52	Root; ddr_tdr
UniRef90_E1JVP5	Root; ddr_tdr
UniRef90_A0A0E3GQA3	Root; ddr_tdr
UniRef90_A0A3N0B161	Root; ddr_tdr
UniRef90_A0A3N0J3G2	Root; ddr_tdr
EXP_TDR;BAL46928.1	Root; ddr_tdr
UniRef90_G9XLW7	Root; ddr_tdr
UniRef90_A0A5B9TWA3	Root; ddr_tdr
UniRef90_A0A0A8B700	Root; ddr_tdr
EXP_TDR;BAJ72744.1	Root; ddr_tdr
UniRef90_F7UWZ0	Root; ddr_tdr
UniRef90_A0A1M3EM23	Root; ddr_tdr
UniRef90_A0A7V4K0F6	Root; ddr_tdr
UniRef90_R7ILU3	Root; ddr_tdr
UniRef90_K4LBP7	Root; ddr_tdr
UniRef90_A0A7D3QTJ7	Root; ddr_tdr
UniRef90_A0A1C7HHU1	Root; ddr_tdr
UniRef90_A0A352LLK7	Root; ddr_tdr
UniRef90_A0A1M6W986	Root; ddr_tdr
UniRef90_A0A1F9ADP0	Root; ddr_tdr
UniRef90_A0A3N0B401	Root; ddr_tdr
UniRef90_I7LAA4	Root; ddr_tdr
UniRef90_A0A4P2VLY1	Root; ddr_tdr
UniRef90_A0A7V3NZA7	Root; ddr_tdr
UniRef90_A0A369L9S0	Root; ddr_tdr
UniRef90_UPI000ABA172D	Root; ddr_tdr
UniRef90_A0A125P630	Root; ddr_tdr
UniRef90_A0A7V2VMD6	Root; ddr_tdr
UniRef90_A0A6N8JMF7	Root; ddr_tdr
UniRef90_M1LRE4	Root; ddr_tdr
UniRef90_A0A6N8JK48	Root; ddr_tdr
UniRef90_UPI000143FC11	Root; ddr_tdr
UniRef90_A0A7C3YY92	Root; ddr_tdr
UniRef90_UPI00139138A3	Root; ddr_tdr
UniRef90_A0A329PHN6	Root; ddr_tdr
UniRef90_V7HX53	Root; ddr_tdr
UniRef90_F6ITP8	Root; ddr_tdr
UniRef90_A0A1H8PBY3	Root; ddr_tdr
UniRef90_A0A347WKT0	Root; ddr_tdr
UniRef90_A0A1F8PN21	Root; ddr_tdr
UniRef90_A0A7K3KNR3	Root; ddr_tdr
UniRef90_A0A410JYT3	Root; ddr_tdr
UniRef90_A0A5C1MAK3	Root; ddr_tdr
UniRef90_A0A369LNR8	Root; ddr_tdr
UniRef90_UPI0013EC454C	Root; ddr_tdr
UniRef90_A0A1C7HHB5	Root; ddr_tdr
UniRef90_Q24RP5	Root; ddr_tdr
UniRef90_A0A7Y7NAT3	Root; ddr_tdr
UniRef90_UPI0013EB3B06	Root; ddr_tdr
UniRef90_E0SB65	Root; ddr_tdr
UniRef90_UPI0015F09CDE	Root; ddr_tdr
UniRef90_A0A430JNC6	Root; ddr_tdr
UniRef90_A0A7V2W2P5	Root; ddr_tdr
UniRef90_UPI000C784205	Root; ddr_tdr
UniRef90_A0A369LA26	Root; ddr_tdr
UniRef90_A0A1F2WPD9	Root; ddr_tdr
UniRef90_UPI0013577E21	Root; ddr_tdr
UniRef90_A0A139JTY6	Root; ddr_tdr
UniRef90_A0A0W8E2V4	Root; ddr_tdr
UniRef90_UPI000F609B69	Root; ddr_tdr
UniRef90_A0A388SE52	Root; ddr_tdr
UniRef90_F7UW87	Root; ddr_tdr
UniRef90_R9L204	Root; ddr_tdr
UniRef90_A0A1M5YCL2	Root; ddr_tdr
UniRef90_A0A1F8Q6V7	Root; ddr_tdr
UniRef90_F2I6X9	Root; ddr_tdr
UniRef90_A0A7V2VM01	Root; ddr_tdr
UniRef90_A0A259UT73	Root; ddr_tdr
UniRef90_UPI000F613AD2	Root; ddr_tdr
UniRef90_A0A419SY39	Root; ddr_tdr
UniRef90_A0A7V2VMH1	Root; ddr_tdr
UniRef90_K0YWS0	Root; ddr_tdr
UniRef90_A0A369L8C4	Root; ddr_tdr
UniRef90_A0A0W8E439	Root; ddr_tdr
UniRef90_A0A350MLX2	Root; ddr_tdr
UniRef90_UPI00111B88ED	Root; ddr_tdr
UniRef90_D0WEC3	Root; ddr_tdr
UniRef90_A0A1F2WPB1	Root; ddr_tdr
UniRef90_A0A250B4B1	Root; ddr_tdr
UniRef90_A0A166HHH1	Root; ddr_tdr
UniRef90_A0A6A8QTD6	Root; ddr_tdr
UniRef90_A0A1F8PEX4	Root; ddr_tdr
UniRef90_A0A3R5UYB1	Root; ddr_tdr
UniRef90_A0A7C6K5Y7	Root; ddr_tdr
UniRef90_UPI000F60E356	Root; ddr_tdr
UniRef90_UPI0001A365B9	Root; ddr_tdr
UniRef90_K4LEH5	Root; ddr_tdr
UniRef90_A0A2T3FFT3	Root; ddr_tdr
UniRef90_F7UW67	Root; ddr_tdr
