UniRef90_A0A0J1FM35	Root; flr
UniRef90_A0A7K3Y5B9	Root; flr
UniRef90_B2A7B6	Root; flr
UniRef90_A0A3R8LCN4	Root; flr
UniRef90_A0A7C3XFH3	Root; flr
UniRef90_A0A3C1B3J5	Root; flr
UniRef90_R6E2B3	Root; flr
UniRef90_A0A7W8M5G8	Root; flr
UniRef90_A0A7X8JKB4	Root; flr
UniRef90_A0A7X8JJP0	Root; flr
UniRef90_A0A7C3VGK4	Root; flr
UniRef90_A0A1I6CZ79	Root; flr
UniRef90_UPI00096DBDC6	Root; flr
UniRef90_A0A7C3IAZ2	Root; flr
UniRef90_A0A7V4K0Z7	Root; flr
UniRef90_A0A348YKH9	Root; flr
UniRef90_A0A174K8K5	Root; flr
UniRef90_UPI000694A8C7	Root; flr
UniRef90_A0A2N3AQQ0	Root; flr
UniRef90_A0A381KLG4	Root; flr
UniRef90_A0A2P5HZI5	Root; flr
UniRef90_A0A0D2H377	Root; flr
UniRef90_A0A7C4LF99	Root; flr
UniRef90_A0A1S8QRZ0	Root; flr
UniRef90_A0A2N1TK97	Root; flr
FLR;FR70110.1	Root; flr
UniRef90_J9UJE6	Root; flr
UniRef90_A0A7C4ZMU8	Root; flr
UniRef90_UPI001AE43948	Root; flr
UniRef90_A0A1G3A4G5	Root; flr
UniRef90_UPI00092FE265	Root; flr
UniRef90_A0A2N6BEU0	Root; flr
UniRef90_A0A7C2WI86	Root; flr
UniRef90_UPI00024746BF	Root; flr
UniRef90_A0A1F8M2G8	Root; flr
UniRef90_A0A1V5QHI4	Root; flr
UniRef90_D6AAC1	Root; flr
UniRef90_A0A2G3E141	Root; flr
UniRef90_A0A2H9LW84	Root; flr
UniRef90_A0A7X7IC54	Root; flr
UniRef90_A0A7C6V5C1	Root; flr
UniRef90_A0A662G6L6	Root; flr
UniRef90_A0A7V7D3W6	Root; flr
UniRef90_UPI001083C27E	Root; flr
UniRef90_A0A7V4JGV5	Root; flr
UniRef90_UPI0019426026	Root; flr
UniRef90_A0A0C1UBK6	Root; flr
UniRef90_A0A662ZIQ6	Root; flr
UniRef90_A0A6A5R9J9	Root; flr
UniRef90_A0A7C6QEP5	Root; flr
UniRef90_E3GXH0	Root; flr
UniRef90_A0A6M0SQ95	Root; flr
UniRef90_E6UI23	Root; flr
UniRef90_A0A417LA07	Root; flr
UniRef90_A0A1V4XPG6	Root; flr
UniRef90_A0A7V3HJZ7	Root; flr
UniRef90_UPI001554D326	Root; flr
UniRef90_E3PU70	Root; flr
UniRef90_A0A7C5BAZ0	Root; flr
UniRef90_A0A074WFI8	Root; flr
UniRef90_A0A1D3TW74	Root; flr
UniRef90_A0A096BC21	Root; flr
UniRef90_A0A653ARQ2	Root; flr
